Dep_Airport_ID,Schedules,Runway_ID,Num_of_Runways,Length,Width,Surface_Type_Condition,Edge_Light_Intensity,WBC_Single,WBC_Dual,WBC_Two_Dual,WBC_Tandem_Two_Dual,Base_Marking_Condition
GPZ,NOV-MAR/ALL/0700-2000,16/34,2,5756,100,ASPH-G,HIGH,23,38,78,,G
GPZ,APR-OCT/ALL/0700-2100,05/23,2,3000,60,ASPH-G,MED,125,,,,G
GPZ,NOV-MAR/ALL/0700-2000,05/23,2,3000,60,ASPH-G,MED,125,,,,G
HIB,ALL/ALL/0600-2200,13/31,2,6758,150,ASPH-E,HIGH,60,100,160,,G
HIB,ALL/ALL/0600-2200,04/22,2,3075,75,ASPH-E,,35,45,,,G
INL,ALL/ALL/DALGT,04/22,2,2999,75,ASPH-F,,12,,,,F
INL,ALL/ALL/DALGT,13/31,2,7400,150,ASPH-G,HIGH,100,125,190,,G
MKT,ALL/MON-FRI/0700-2000,04/22,2,4000,75,ASPH-G,MED,18,25,,,G
MKT,ALL/SAT-SUN/0800-1900,04/22,2,4000,75,ASPH-G,MED,18,25,,,G
MKT,ALL/MON-FRI/0700-2000,15/33,2,6600,100,CONC-G,HIGH,60,120,155,237,G
MKT,ALL/SAT-SUN/0800-1900,15/33,2,6600,100,CONC-G,HIGH,60,120,155,237,G
MSP,ALL/ALL/ALL,12L/30R,4,8200,150,CONC-F,HIGH,100,200,400,850,G
MSP,ALL/ALL/ALL,12R/30L,4,10000,200,CONC-G,HIGH,100,200,400,850,G
MSP,ALL/ALL/ALL,17/35,4,8000,150,CONC-G,HIGH,100,200,400,850,G
MSP,ALL/ALL/ALL,04/22,4,11006,150,CONC-G,HIGH,100,200,400,850,G
ANE,ALL/ALL/ALL,18/36,2,4855,100,ASPH-G,MED,23,60,,,G
ANE,ALL/ALL/ALL,09/27,2,5000,100,ASPH-G,HIGH,23,60,,,G
FCM,ALL/ALL/ALL,10L/28R,3,3901,75,ASPH-F,MED,12,,,,G
FCM,ALL/ALL/ALL,10R/28L,3,5001,100,ASPH-G,HIGH,30,60,,,G
FCM,ALL/ALL/ALL,18/36,3,2690,75,ASPH-G,MED,12,,,,G
RST,ALL/ALL/ALL,02/20,2,7301,150,CONC-G,MED,100,175,300,,G
RST,ALL/ALL/ALL,13/31,2,9034,150,CONC-G,HIGH,100,175,300,,G
STP,ALL/ALL/ALL,09/27,3,3642,100,ASPH-G,MED,12,,,,G
STP,ALL/ALL/ALL,13/31,3,4004,150,ASPH-G,HIGH,97,135,228,,G
STP,ALL/ALL/ALL,14/32,3,6491,150,ASPH-G,HIGH,83,111,197,,G
SGS,ALL/SUN/0830-1530,16/34,1,4002,100,ASPH-G,MED,30,57,,,G
SGS,ALL/MON-SAT/0830-1700,16/34,1,4002,100,ASPH-G,MED,30,57,,,G
RRT,ALL/MON-FRI/0700-1700,13/31,2,5400,100,ASPH-G,HIGH,30,40,,,G
GTR,ALL/ALL/ALL,18/36,1,8003,150,ASPH-G,HIGH,120,239,385,669,G
JAN,ALL/ALL/ALL,16L/34R,2,8500,150,ASPH-G,HIGH,75,200,390,850,G
JAN,ALL/ALL/ALL,16R/34L,2,8500,150,ASPH-E,HIGH,130,140,250,720,G
MEI,ALL/ALL/0600-2200,04/22,2,4599,150,ASPH-P,MED,78,118,211,,F
MEI,ALL/ALL/0600-2200,01/19,2,10003,150,ASPH-CONC-G,HIGH,120,250,550,,F
HEZ,ALL/ALL/0600-2000,18/36,2,5000,150,ASPH-P,MED,83,113,65,,P
HEZ,ALL/ALL/0600-2000,13/31,2,6500,150,ASPH-P,HIGH,50,78,172,,F
UOX,ALL/ALL/0700-1800,09/27,1,5600,100,ASPH-F,MED,38,55,90,,F
VKS,ALL/MON-FRI/0730-1700,01/19,1,5001,100,ASPH-F,MED,30,50,90,,F
M17,ALL/MON-SAT/0800-1700,18/36,1,4000,75,ASPH-E,MED,12,,,,G
BBG,ALL/ALL/ALL,14/32,1,7140,150,CONC-G,HIGH,75,200,350,700,G
CGI,ALL/SAT-SUN/0600-1800,10/28,2,6500,150,CONC-G,HIGH,93,125,215,,G
CGI,ALL/MON-FRI/0600-1900,10/28,2,6500,150,CONC-G,HIGH,93,125,215,,G
CGI,ALL/SAT-SUN/0600-1800,02/20,2,3997,100,ASPH-CONC-F,MED,45,60,100,,G
CGI,ALL/MON-FRI/0600-1900,02/20,2,3997,100,ASPH-CONC-F,MED,45,60,100,,G
AIZ,MAY-SEP/THU-SUN/0800-2000,04/22,1,6497,100,ASPH-G,MED,55,70,215,,F
AIZ,OCT-APR/ALL/0800-1800,04/22,1,6497,100,ASPH-G,MED,55,70,215,,F
AIZ,MAY-SEP/MON-WED/0800-1800,04/22,1,6497,100,ASPH-G,MED,55,70,215,,F
MKC,ALL/ALL/ALL,01/19,2,6827,150,CONC-E,HIGH,86,171,342,,G
MKC,ALL/ALL/ALL,03/21,2,5050,100,ASPH-E,HIGH,48,73,136,,G
TKX,ALL/MON-SAT/0800-1700,18/36,2,3012,75,ASPH-G,MED,10,,,,G
TKX,ALL/SUN/1300-1700,18/36,2,3012,75,ASPH-G,MED,10,,,,G
TKX,ALL/MON-SAT/0800-1700,02/20,2,5000,75,CONC-G,MED,30,42,,,G
TKX,ALL/SUN/1300-1700,02/20,2,5000,75,CONC-G,MED,30,42,,,G
IRK,ALL/ALL/0530-2000,18/36,2,6005,100,CONC-F,HIGH,30,48,85,,F
MBY,ALL/ALL/0800-1700,05/23,2,3350,60,CONC-E,MED,4,,,,G
MBY,ALL/ALL/0800-1700,13/31,2,5000,75,CONC-E,MED,30,38,,,G
VIH,ALL/MON-FRI/0600-1700,13/31,2,5501,100,ASPH-F,MED,48,62,92,,F
VIH,ALL/SAT-SUN/0700-1700,13/31,2,5501,100,ASPH-F,MED,48,62,92,,F
VIH,ALL/MON-FRI/0600-1700,04/22,2,5500,100,ASPH-E,MED,75,85,130,,G
VIH,ALL/SAT-SUN/0700-1700,04/22,2,5500,100,ASPH-E,MED,75,85,130,,G
SIK,ALL/ALL/0800-1700,03/21,1,5502,100,ASPH-G,MED,30,38,,,P
SGF,ALL/ALL/ALL,02/20,2,7003,150,CONC-G,HIGH,135,170,300,,G
SGF,ALL/ALL/ALL,14/32,2,8000,150,CONC-E,HIGH,135,170,300,,G
BHK,ALL/SAT/0800-1200,13/31,1,5904,75,ASPH-E,MED,20,26,,,G
BHK,ALL/MON-FRI/0800-1700,13/31,1,5904,75,ASPH-E,MED,20,26,,,G
6S0,"ALL/SAT-SUN/ON CALL",06/24,2,5285,75,ASPH-G,MED,12,,,,G
6S0,ALL/MON-FRI/0800-1700,06/24,2,5285,75,ASPH-G,MED,12,,,,G
BIL,ALL/ALL/ALL,10R/28L,3,3800,75,ASPH-G,MED,12,,,,F
BIL,ALL/ALL/ALL,10L/28R,3,10518,150,ASPH-G,HIGH,120,214,365,,G
BIL,ALL/ALL/ALL,07/25,3,5501,75,ASPH-G,MED,12,,,,G
BZN,ALL/ALL/0500-0100,11/29,4,5050,75,ASPH-G,MED,12,,,,G
BZN,ALL/ALL/0500-0100,12/30,4,8994,150,ASPH-G,HIGH,120,250,550,1120,G
BZN,ALL/ALL/0500-0100,03/21,4,2650,75,ASPH-G,,12,,,,G
BTM,ALL/ALL/DAWN-DUSK,12/30,2,5100,75,ASPH-G,MED,12,,,,G
BTM,ALL/ALL/DAWN-DUSK,15/33,2,9000,150,ASPH-G,MED,60,125,175,,G
LTY,DEC-FEB/IREG/,07/25,2,4607,75,ASPH-E,MED,12,,,,G
LTY,MAR-NOV/MON-FRI/0800-1700,07/25,2,4607,75,ASPH-E,MED,12,,,,G
6S3,ALL/MON-FRI/0800-1700,10/28,1,3800,75,ASPH-E,MED,12,,,,G
CTB,ALL/ALL/0830-1730,14/32,2,5300,75,ASPH-E,MED,27,37,,,G
CTB,ALL/ALL/0830-1730,05/23,2,5300,75,ASPH-E,MED,27,37,,,G
38S,UNATNDD,13/31,1,5800,75,ASPH-E,MED,50,75,,,G
DLN,ALL/ALL/0800-1700,17/35,2,6501,75,ASPH-E,MED,58,75,129,,G
DLN,ALL/ALL/0800-1700,04/22,2,3600,60,ASPH-E,MED,12,,,,G
GTF,ALL/ALL/ALL,17/35,2,6030,150,ASPH-G,MED,87,140,245,245,G
GTF,ALL/ALL/ALL,03/21,2,10502,150,ASPH-G,HIGH,116,225,424,915,G
HRF,ALL/ALL/0800-1700,17/35,1,5200,75,ASPH-E,MED,40,53,,,G
HLN,ALL/ALL/0500-0100,05/23,4,4644,75,ASPH-F,MED,21,30,,,G
GPI,ALL/ALL/ALL,02/20,2,9007,150,ASPH-G,HIGH,115,198,321,,G
GPI,ALL/ALL/ALL,12/30,2,3510,75,ASPH-G,MED,25,40,,,G
LWT,ALL/MON-FRI/0800-1700,03/21,3,5600,101,ASPH-P,,12,80,120,,P
LWT,ALL/MON-FRI/0800-1700,08/26,3,6100,100,ASPH-G,MED,40,55,95,,G
LWT,ALL/MON-FRI/0800-1700,13/31,3,4102,62,ASPH-G,MED,12,,,,G
MLS,ALL/ALL/DALGT,04/22,2,5764,75,ASPH-E,MED,24,24,,,G
MLS,ALL/ALL/DALGT,13/31,2,5624,100,ASPH-G,MED,38,55,85,,G
MSO,ALL/ALL/ALL,08/26,2,4612,75,ASPH-F,MED,30,50,,,G
MSO,ALL/ALL/ALL,12/30,2,9501,150,ASPH-G,HIGH,145,170,255,,G
8S1,ALL/ALL/0800-1700,18/36,2,4194,75,ASPH-G,MED,17,,,,G
SDY,ALL/ALL/0600-1900,01/19,2,5705,100,ASPH-G,MED,46,61,109,,G
SDY,ALL/ALL/0600-1900,11/29,2,4024,100,ASPH-G,MED,12,18,,,G
32S,UNATNDD,12/30,1,3809,75,ASPH-G,MED,12,,,,G
RVF,ALL/MON-FRI/0800-1700,17/35,2,6000,60,ASPH-G,MED,60,78,99,,G
WYS,MAY-OCT/ALL/0800-1700,01/19,1,8400,150,ASPH-G,HIGH,90,150,280,,G
FET,ALL/ALL/0700-2000,14/32,1,6353,100,CONC-G,MED,28,48,,,G
EAR,ALL/ALL/0600-2000,13/31,2,4498,75,CONC-E,MED,30,38,,,G
EAR,ALL/ALL/0600-2000,18/36,2,7094,100,CONC-E,HIGH,46,62,,,G
LNK,ALL/ALL/ALL,18/36,3,12901,200,ASPH-CONC-F,HIGH,100,200,400,,G
LNK,ALL/ALL/ALL,17/35,3,5801,100,ASPH-G,MED,45,59,,,G
LNK,ALL/ALL/ALL,14/32,3,8649,150,ASPH-F,MED,80,170,280,,G
LBF,ALL/ALL/0600-2300,12/30,2,8001,150,CONC-E,HIGH,75,110,190,,G
LBF,ALL/ALL/0600-2300,17/35,2,4436,100,CONC-E,MED,28,48,86,,G
OMA,ALL/ALL/ALL,14L/32R,3,8500,150,CONC-E,HIGH,100,209,345,,G
OMA,ALL/ALL/ALL,14R/32L,3,9502,150,CONC-E,HIGH,100,184,346,,G
OMA,ALL/ALL/ALL,18/36,3,8154,150,CONC-E,HIGH,150,175,260,,G
BFF,ALL/ALL/0600-2100,05/23,2,8002,150,ASPH-G,MED,98,158,285,,G
BFF,ALL/ALL/0600-2100,12/30,2,8279,150,ASPH-G,HIGH,109,178,321,,G
SNY,ALL/ALL/0700-1800,13/31,2,6600,100,CONC-G,HIGH,32,52,96,,G
BAM,OCT-MAY/ALL/0700-1700,04/22,4,7300,150,ASPH-G,MED,30,125,,,F
BAM,JUN-SEP/ALL/0700-1800,04/22,4,7300,150,ASPH-G,MED,30,125,,,F
BAM,OCT-MAY/ALL/0700-1700,13/31,4,7299,100,ASPH-F,MED,30,104,,,P
BAM,JUN-SEP/ALL/0700-1800,13/31,4,7299,100,ASPH-F,MED,30,104,,,P
BVU,ALL/ALL/0800-1700,15/33,2,3852,75,ASPH-G,MED,12,,,,G
BVU,ALL/ALL/0800-1700,09/27,2,5103,75,ASPH-G,MED,12,,,,G
CXP,ALL/ALL/0600-2000,09/27,1,6101,75,ASPH-E,MED,30,60,,,G
EKO,ALL/ALL/0500-1900,12/30,2,3015,60,ASPH-G,,12,,,,G
EKO,ALL/ALL/0500-1900,06/24,2,7454,150,ASPH-G,MED,78,105,170,,G
ELY,ALL/MON-SAT/0800-1700,12/30,2,4825,60,ASPH-G,MED,15,,,,G
ELY,ALL/MON-SAT/0800-1700,18/36,2,6017,150,ASPH-E,HIGH,70,85,130,,G
VGT,ALL/ALL/0600-2230,12L/30R,3,4199,75,ASPH-G,MED,30,,,,G
VGT,ALL/ALL/0600-2230,07/25,3,5005,75,ASPH-G,MED,30,,,,G
VGT,ALL/ALL/0600-2230,12R/30L,3,5000,75,ASPH-G,MED,30,,,,G
HND,ALL/ALL/0500-2200,17R/35L,2,6501,100,ASPH-E,MED,30,60,,,G
HND,ALL/ALL/0500-2200,17L/35R,2,5001,75,ASPH-E,MED,30,30,,,G
LAS,ALL/ALL/ALL,08L/26R,4,14515,150,CONC-G,HIGH,100,250,504,1014,G
LAS,ALL/ALL/ALL,01R/19L,4,9771,150,CONC-G,MED,120,250,550,1120,G
LAS,ALL/ALL/ALL,01L/19R,4,8988,150,CONC-G,HIGH,120,250,550,1120,G
LAS,ALL/ALL/ALL,08R/26L,4,10526,150,CONC-E,HIGH,120,250,633,1120,G
LOL,UNATNDD,02/20,2,5529,75,ASPH-G,MED,30,,,,G
LOL,UNATNDD,08/26,2,4931,75,ASPH-G,,17,,,,G
MEV,ALL/ALL/0800-1700,12/30,3,5299,75,ASPH-G,,50,75,,,G
MEV,ALL/ALL/0800-1700,16/34,3,7399,100,ASPH-E,HIGH,50,75,,,G
RNO,ALL/ALL/ALL,17L/35R,3,9000,150,CONC-G,HIGH,75,209,407,850,G
RNO,ALL/ALL/ALL,08/26,3,6102,150,CONC-G,MED,60,170,260,,G
RNO,ALL/ALL/ALL,17R/35L,3,11001,150,CONC-G,HIGH,75,185,350,850,G
EEN,ALL/SAT-SUN/0700-1700,14/32,2,4001,75,ASPH-E,MED,25,,,,G
EEN,ALL/MON-FRI/0700-1900,14/32,2,4001,75,ASPH-E,MED,25,,,,G
ACY,ALL/ALL/ALL,13/31,3,10000,150,ASPH-G,HIGH,85,120,350,,G
ACY,ALL/ALL/ALL,04/22,3,6144,150,ASPH-CONC-G,HIGH,75,175,400,900,G
MMU,ALL/ALL/0645-2230,13/31,2,3997,150,ASPH-G,MED,30,,,,G
MMU,ALL/ALL/0645-2230,05/23,2,5998,150,ASPH-G,HIGH,30,80,,,G
WWD,ALL/ALL/0800-1700,01/19,2,5252,150,ASPH-G,HIGH,45,75,120,,G
WWD,ALL/ALL/0800-1700,10/28,2,5000,150,ASPH-G,MED,45,75,120,,G
ALM,ALL/ALL/0700-1700,04/22,2,9207,150,ASPH-G,MED,54,74,120,,G
AEG,ALL/ALL/0600-1900,04/22,2,7398,100,ASPH-G,MED,30,,,,G
AEG,ALL/ALL/0600-1900,17/35,2,5983,100,ASPH-G,MED,30,,,,G
ABQ,ALL/ALL/ALL,03/21,3,10000,150,CONC-G,HIGH,100,210,360,720,G
ABQ,ALL/ALL/ALL,08/26,3,13793,150,CONC-G,HIGH,100,210,360,720,G
ABQ,ALL/ALL/ALL,12/30,3,6000,150,CONC-G,MED,65,120,155,,G
BRG,ALL/MON-FRI/0800-1700,03/21,2,6601,60,ASPH-E,MED,12,,,,G
CVN,ALL/ALL/0700-1700,04/22,3,7200,150,ASPH-G,MED,45,57,,,G
CVN,ALL/ALL/0700-1700,12/30,3,5697,100,ASPH-G,MED,42,50,,,G
DMN,ALL/ALL/0700-1800,08/26,2,8018,75,ASPH-G,MED,20,,,,G
DMN,ALL/ALL/0700-1800,04/22,2,5675,60,ASPH-G,MED,12,,,,G
FMN,ALL/ALL/0600-2200,07/25,2,6704,100,ASPH-G,MED,50,90,,,G
FMN,ALL/ALL/0600-2200,05/23,2,6501,150,ASPH-E,MED,47,66,,,G
LVS,ALL/MON-FRI/0800-1700,14/32,2,8199,75,ASPH-G,MED,20,,,,G
LVS,ALL/MON-FRI/0800-1700,02/20,2,5006,75,ASPH-G,MED,20,,,,G
ROW,ALL/ALL/0600-2100,17/35,2,9999,100,ASPH-G,MED,77,104,165,,G
ROW,ALL/ALL/0600-2100,03/21,2,13001,150,CONC-E,MED,100,200,400,,G
SAF,ALL/ALL/0600-2200,02/20,3,8366,150,ASPH-F,MED,116,164,269,,G
SAF,ALL/ALL/0600-2200,10/28,3,6301,75,ASPH-G,,12,,,,G
SAF,ALL/ALL/0600-2200,15/33,3,6316,100,ASPH-E,MED,28,43,,,G
SVC,ALL/ALL/0600-1700,08/26,4,6803,100,ASPH-G,MED,75,100,,,G
SKX,ALL/ALL/0800-1800,04/22,2,5504,75,ASPH-G,MED,24,,,,G
SKX,ALL/ALL/0800-1800,13/31,2,8600,100,CONC-G,MED,60,,,,G
ITH,ALL/ALL/0500-0000,14/32,2,6977,150,ASPH-G,HIGH,100,192,574,1044,G
PEO,ALL/MON-FRI/0800-1700,01/19,2,5499,100,ASPH-G,MED,82,112,195,,G
PEO,ALL/SUN/0900-1500,01/19,2,5499,100,ASPH-G,MED,82,112,195,,G
PEO,ALL/SAT/0900-1500,01/19,2,5499,100,ASPH-G,MED,82,112,195,,G
PEO,ALL/MON-FRI/0800-1700,10/28,2,3561,50,ASPH-G,LOW,12,,,,G
PEO,ALL/SUN/0900-1500,10/28,2,3561,50,ASPH-G,LOW,12,,,,G
PEO,ALL/SAT/0900-1500,10/28,2,3561,50,ASPH-G,LOW,12,,,,G
POU,ALL/ALL/0700-2130,06/24,3,5001,100,ASPH-E,HIGH,50,60,110,,G
POU,ALL/ALL/0700-2130,15/33,3,2743,100,ASPH-CONC-G,MED,35,45,80,,G
AVL,ALL/ALL/ALL,17/35,1,8002,150,ASPH-E,HIGH,120,219,404,837,G
GSO,ALL/ALL/ALL,14/32,3,6380,150,ASPH-F,HIGH,120,218,352,,G
GSO,ALL/ALL/ALL,05L/23R,3,9000,150,ASPH-F,HIGH,120,250,550,1120,G
GSO,ALL/ALL/ALL,05R/23L,3,10001,150,ASPH-G,HIGH,120,250,550,1051,G
MQI,ALL/ALL/0800-1900,17/35,2,3303,75,ASPH-G,MED,20,,,,G
MQI,ALL/ALL/0800-1900,05/23,2,4306,100,ASPH-E,MED,48,,,,G
EQY,ALL/ALL/0700-1900,05/23,1,7001,100,ASPH-E,HIGH,35,68,,,G
14A,"ALL/MON - FRI/0800-1700",14/32,1,3147,40,ASPH-G,MED,8,,,,G
14A,"ALL/SAT - SUN/1000-1600",14/32,1,3147,40,ASPH-G,MED,8,,,,G
SOP,ALL/ALL/0800-2000,05/23,1,6503,150,ASPH-G,HIGH,100,162,,,G
SVH,ALL/MON-FRI/0600-2100,10/28,1,7003,100,ASPH-E,HIGH,30,100,,,G
SVH,ALL/SAT-SUN/0800-2100,10/28,1,7003,100,ASPH-E,HIGH,30,100,,,G
BIS,ALL/ALL/ALL,03/21,2,6600,100,ASPH-G,HIGH,130,180,340,,G
BIS,ALL/ALL/ALL,13/31,2,8794,150,ASPH-CONC-G,HIGH,130,180,340,,G
DIK,ALL/ALL/0700-1600,07/25,2,4700,75,ASPH-G,MED,16,20,,,F
DIK,ALL/ALL/0700-1600,14/32,2,7301,150,CONC-E,HIGH,60,90,90,,G
FAR,ALL/ALL/ALL,18/36,3,9001,150,CONC-G,HIGH,100,200,400,,G
FAR,ALL/ALL/ALL,13/31,3,3801,75,CONC-G,MED,26,35,,,G
FAR,ALL/ALL/ALL,09/27,3,6302,100,CONC-G,MED,60,100,,,G
JMS,ALL/MON-FRI/0800-1700,04/22,2,5750,75,ASPH-F,MED,85,103,162,,G
JMS,ALL/MON-FRI/0800-1700,13/31,2,6502,100,ASPH-G,HIGH,130,160,250,,G
S25,ALL/MON-FRI/0800-1700,12/30,1,6550,75,CONC-E,MED,78,98,186,,G
XWA,ALL/ALL/0700-1900,04/22,2,4502,75,CONC-E,MED,12,,,,G
XWA,ALL/ALL/0700-1900,14/32,2,7503,150,CONC-E,HIGH,120,195,339,,G
UNI,ALL/ALL/ALL,07/25,1,5600,100,ASPH-G,MED,56,82,,,F
LUK,ALL/ALL/ALL,03L/21R,3,3801,100,ASPH-F,MED,11,,,,F
LUK,ALL/ALL/ALL,03R/21L,3,6101,150,ASPH-E,HIGH,60,70,140,,G
LUK,ALL/ALL/ALL,07/25,3,5127,100,ASPH-F,MED,11,20,55,,F
TOL,ALL/ALL/ALL,16/34,2,5599,150,ASPH-G,MED,100,174,300,,G
TOL,ALL/ALL/ALL,07/25,2,10600,150,ASPH-G,HIGH,100,174,300,550,G
ADH,ALL/SUN/1200-1700,13/31,3,2717,50,ASPH-CONC-P,,50,171,280,,F
ADH,ALL/MON-SAT/0800-1700,13/31,3,2717,50,ASPH-CONC-P,,50,171,280,,F
ADH,ALL/SUN/1200-1700,18/36,3,6203,100,ASPH-G,MED,50,140,224,,G
ADH,ALL/MON-SAT/0800-1700,18/36,3,6203,100,ASPH-G,MED,50,140,224,,G
ADM,ALL/SAT-SUN/0700-1700,17/35,2,5404,100,ASPH-G,MED,36,,,,G
ADM,ALL/MON-FRI/0700-2300,17/35,2,5404,100,ASPH-G,MED,36,,,,G
BVO,ALL/FRI-SUN/0700-1800,17/35,1,6850,100,CONC-G,MED,50,100,170,,G
BVO,ALL/MON-THU/0700-1900,17/35,1,6850,100,CONC-G,MED,50,100,170,,G
6K4,ALL/MON-SAT/DALGT,17/35,1,4400,75,ASPH-CONC-G,MED,30,,,,G
OKC,ALL/ALL/ALL,13/31,4,7800,150,ASPH-CONC-F,MED,120,250,489,,G
OKC,ALL/ALL/ALL,17L/35R,4,9803,150,CONC-G,HIGH,120,250,550,,G
OKC,ALL/ALL/ALL,17R/35L,4,9801,150,CONC-G,HIGH,120,250,550,,G
OKC,ALL/ALL/ALL,18/36,4,3078,75,ASPH-G,,116,164,269,,G
RCE,ALL/MON-SAT/0730-1730,17R/35L,2,6014,100,CONC-G,HIGH,40,60,,,G
RCE,ALL/MON-SAT/0730-1730,17L/35R,2,3502,75,CONC-G,MED,17,,,,G
PNC,ALL/ALL/0700-1900,17/35,1,7201,100,CONC-G,HIGH,51,65,122,,G
TUL,ALL/ALL/ALL,08/26,3,7376,150,CONC-G,HIGH,75,200,350,,G
TUL,ALL/ALL/ALL,18L/36R,3,10000,150,CONC-E,HIGH,75,200,400,,G
TUL,ALL/ALL/ALL,18R/36L,3,6101,100,ASPH-G,HIGH,100,140,,,G
AST,ALL/ALL/0800-1700,08/26,2,5794,100,ASPH,MED,60,76,119,,G
AST,ALL/ALL/0800-1700,14/32,2,4467,100,ASPH-E,MED,60,76,119,,G
UAO,ALL/ALL/0700-2000,17/35,1,5003,100,ASPH-G,MED,30,45,,,G
BKE,MAY-SEPT/ALL/0800-1700,08/26,3,3670,140,ASPH-F,,30,,,,F
BKE,OCT-APR/ALL/0700-1600,08/26,3,3670,140,ASPH-F,,30,,,,F
BKE,MAY-SEPT/ALL/0800-1700,13/31,3,5085,100,ASPH-G,MED,50,65,,,G
BKE,OCT-APR/ALL/0700-1600,13/31,3,5085,100,ASPH-G,MED,50,65,,,G
BKE,MAY-SEPT/ALL/0800-1700,17/35,3,4359,75,ASPH-G,,30,,,,G
BKE,OCT-APR/ALL/0700-1600,17/35,3,4359,75,ASPH-G,,30,,,,G
BDN,ALL/MON-FRI/0730-1800,16/34,1,5201,75,ASPH-G,MED,30,,,,G
BDN,ALL/SAT-SUN/0800-1700,16/34,1,5201,75,ASPH-G,MED,30,,,,G
BNO,"ALL/MON -SAT/0800-1800",03/21,2,4600,60,CONC-G,MED,30,,,,G
BNO,"ALL/MON -SAT/0800-1800",12/30,2,5101,75,CONC-G,MED,30,50,90,,G
CVO,ALL/ALL/0800-DUSK,10/28,2,3100,75,ASPH-F,MED,51,65,100,,G
CVO,ALL/ALL/0800-DUSK,17/35,2,5900,150,ASPH-G,MED,35,73,100,,F
77S,ALL/MON-FRI/0900-1800,16/34,1,3102,60,ASPH-F,MED,12,,,,G
77S,ALL/SAT-SUN/1100-1600,16/34,1,3102,60,ASPH-F,MED,12,,,,G
EUG,ALL/ALL/ALL,16R/34L,2,8009,150,ASPH-G,HIGH,120,250,550,,G
EUG,ALL/ALL/ALL,16L/34R,2,6000,150,ASPH-G,HIGH,120,211,342,,G
4S2,MAY-OCT/ALL/0800-1800,07/25,1,3040,75,ASPH-E,MED,23,,,,G
4S2,NOV-APR/ALL/0800-1700,07/25,1,3040,75,ASPH-E,MED,23,,,,G
GCD,OCT-MAY/MON-SAT/0800-1600,17/35,2,5224,60,ASPH-G,MED,12,,,,F
GCD,JUN-SEP/ALL/0700-1900,17/35,2,5224,60,ASPH-G,MED,12,,,,F
GCD,OCT-MAY/MON-SAT/0800-1600,09/27,2,4100,60,ASPH-G,MED,12,,,,G
GCD,JUN-SEP/ALL/0700-1900,09/27,2,4100,60,ASPH-G,MED,12,,,,G
LMT,ALL/MON-FRI/0630-1700,07/25,2,5258,100,ASPH-G,MED,53,77,,,G
LMT,ALL/SAT-SUN/UNATNDD,07/25,2,5258,100,ASPH-G,MED,53,77,,,G
LMT,ALL/MON-FRI/0630-1700,14/32,2,10302,150,ASPH-CONC-G,HIGH,107,175,315,,G
LMT,ALL/SAT-SUN/UNATNDD,14/32,2,10302,150,ASPH-CONC-G,HIGH,107,175,315,,G
LGD,ALL/ALL/0800-1700,17/35,2,3400,75,ASPH-G,MED,45,60,100,,G
LGD,ALL/ALL/0800-1700,12/30,2,6261,100,ASPH-G,MED,65,90,130,,G
LKV,OCT-MAR/ALL/0700-1700,17/35,1,5318,100,ASPH-G,MED,74,86,,,G
LKV,APR-SEP/ALL/0900-1600,17/35,1,5318,100,ASPH-G,MED,74,86,,,G
MMV,ALL/ALL/1600-0100Z,17/35,2,4340,75,ASPH-E,,30,,,,P
MMV,ALL/ALL/1600-0100Z,04/22,2,5420,100,ASPH-E,HIGH,40,50,80,,G
S33,NOV-APR/ALL/0800-1700,04/22,2,2701,50,ASPH-F,,16,,,,F
S33,MAY-OCT/ALL/0800-1800,04/22,2,2701,50,ASPH-F,,16,,,,F
S33,NOV-APR/ALL/0800-1700,16/34,2,5091,75,ASPH-G,MED,75,120,180,,G
S33,MAY-OCT/ALL/0800-1800,16/34,2,5091,75,ASPH-G,MED,75,120,180,,G
MFR,ALL/ALL/0500-2400,14/32,1,8800,150,ASPH-G,HIGH,75,200,400,,G
ONP,ALL/ALL/0800-1700,02/20,2,3001,75,ASPH-G,MED,33,50,84,,G
ONP,ALL/ALL/0800-1700,16/34,2,5398,100,ASPH-G,HIGH,75,120,170,,G
OTH,ALL/ALL/0500-2100,05/23,2,5980,150,ASPH-G,HIGH,120,215,340,800,F
OTH,ALL/ALL/0500-2100,13/31,2,4470,150,ASPH-G,MED,120,190,305,735,G
ONO,ALL/ALL/0800-1700,15/33,1,5006,100,ASPH-F,MED,30,60,,,G
PDT,ALL/ALL/0600-2000,08/26,2,6301,150,ASPH-F,HIGH,115,132,210,,G
PDT,ALL/ALL/0600-2000,11/29,2,4809,100,ASPH-G,MED,70,120,122,,G
HIO,ALL/ALL/0600-2200,13R/31L,3,6600,150,ASPH-G,HIGH,50,70,110,,G
HIO,ALL/ALL/0600-2200,02/20,3,3820,75,ASPH-G,MED,54,74,139,,F
HIO,ALL/ALL/0600-2200,13L/31R,3,3600,60,ASPH-E,MED,28,,,,G
PDX,ALL/ALL/ALL,10R/28L,3,11000,150,CONC-G,HIGH,200,200,360,,G
PDX,ALL/ALL/ALL,03/21,3,6000,150,ASPH-E,MED,120,250,380,,G
PDX,ALL/ALL/ALL,10L/28R,3,9825,150,ASPH-E,HIGH,200,200,400,,G
S39,ALL/SAT-SUN/0900-1400,15/33,2,4053,40,ASPH-P,LOW,5,,,,G
